Affected user,Time,User full name,Event context,Component,Event name,Description,IP address,Origin
-,"5 Feb, 11:07",yMn1XQJ0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 09:32",yMn1XQJ0,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 09:32",yMn1XQJ0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"4 Feb, 16:42",yMn1XQJ0,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"4 Feb, 16:42",yMn1XQJ0,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"4 Feb, 16:37",yMn1XQJ0,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"4 Feb, 16:36",yMn1XQJ0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"4 Feb, 16:36",yMn1XQJ0,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"3 Feb, 16:16",yMn1XQJ0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"3 Feb, 16:16",yMn1XQJ0,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"29 Jan, 12:08",yMn1XQJ0,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"29 Jan, 12:08",yMn1XQJ0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"28 Jan, 23:52",yMn1XQJ0,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"28 Jan, 23:51",yMn1XQJ0,Assignment: Lab 1 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x15' for the assignment with course module id 'x'.,10.30.0.20,web
-,"28 Jan, 23:51",yMn1XQJ0,Assignment: Lab 1 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"28 Jan, 23:51",yMn1XQJ0,Assignment: Lab 1 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"28 Jan, 23:50",yMn1XQJ0,Assignment: Lab 1 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"28 Jan, 23:50",yMn1XQJ0,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"28 Jan, 23:34",yMn1XQJ0,File: Lab 1 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Jan, 23:31",yMn1XQJ0,File: Lab 1 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"28 Jan, 23:31",yMn1XQJ0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"28 Jan, 23:30",yMn1XQJ0,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"27 Jan, 15:39",yMn1XQJ0,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"27 Jan, 15:38",yMn1XQJ0,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 May, 11:57",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 18:53",mmRfrAy0,File: Lecture 5,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 18:53",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 17:42",mmRfrAy0,File: Lecture 7,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 17:41",mmRfrAy0,File: Lecture 8,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 17:31",mmRfrAy0,File: Lecture 5,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 17:29",mmRfrAy0,File: Lecture 5,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 17:29",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 17:12",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 17:05",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 17:05",mmRfrAy0,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 17:05",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"11 Apr, 10:04",mmRfrAy0,Assignment: Group 3 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"11 Apr, 10:04",mmRfrAy0,Assignment: Group 3 Practical Test,Assignment,The user has accepted the statement of the submission.,The user with id 'x has accepted the statement of the submission with id 'x72' for the assignment with course module id 'x'.,10.30.0.20,web
-,"11 Apr, 10:04",mmRfrAy0,Assignment: Group 3 Practical Test,Assignment,Submission form viewed.,The user with id 'x viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"11 Apr, 09:26",mmRfrAy0,Assignment: Group 3 Practical Test,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"11 Apr, 09:26",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"11 Apr, 08:30",mmRfrAy0,File: Lecture 5,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 Apr, 08:29",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"11 Mar, 20:58",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"11 Mar, 20:58",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"11 Mar, 20:58",mmRfrAy0,Assignment: Lab 6 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"11 Mar, 20:58",mmRfrAy0,File: Lab 6 Worksheet,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 Mar, 20:57",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 23:30",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 21:35",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 21:35",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x has accepted the statement of the submission with id 'x05' for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 21:34",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,Submission form viewed.,The user with id 'x viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 21:34",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,Submission form viewed.,The user with id 'x viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 21:34",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 21:34",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 21:34",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,Submission form viewed.,The user with id 'x viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 21:30",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,Submission form viewed.,The user with id 'x viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 21:30",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 21:30",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 21:16",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 21:16",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x has accepted the statement of the submission with id 'x05' for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 21:16",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,Submission form viewed.,The user with id 'x viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 21:16",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 21:16",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 19:14",mmRfrAy0,File: Lecture 5,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 19:14",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 19:14",mmRfrAy0,File: Lab 5 Worksheet,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 17:51",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 17:51",mmRfrAy0,Assignment: Lab 5  Upload,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 17:51",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"5 Mar, 17:51",mmRfrAy0,Assignment: Lab 6 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Mar, 17:51",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"21 Feb, 09:34",mmRfrAy0,Quiz: Group 3 MCQ,Quiz,Quiz attempt reviewed,The user with id 'x has had their attempt with id 'x0' reviewed by the user with id 'x' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Feb, 09:34",mmRfrAy0,Quiz: Group 3 MCQ,Quiz,Quiz attempt summary viewed,The user with id 'x has viewed the summary for the attempt with id 'x0' belonging to the user with id 'x' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Feb, 09:25",mmRfrAy0,Quiz: Group 3 MCQ,Quiz,Quiz attempt viewed,The user with id 'x has viewed the attempt with id 'x0' belonging to the user with id 'x' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Feb, 09:25",mmRfrAy0,Quiz: Group 3 MCQ,Quiz,Course module viewed,The user with id 'x viewed the 'quiz' activity with course module id 'x'.,10.30.0.20,web
-,"21 Feb, 09:25",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"21 Feb, 08:53",mmRfrAy0,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"21 Feb, 08:53",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 12:36",mmRfrAy0,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 12:36",mmRfrAy0,Assignment: Lab 2 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x has accepted the statement of the submission with id 'x97' for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 12:36",mmRfrAy0,Assignment: Lab 2 Upload,Assignment,Submission form viewed.,The user with id 'x viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 12:36",mmRfrAy0,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 00:12",mmRfrAy0,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 00:12",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"4 Feb, 15:08",mmRfrAy0,Assignment: Lab 2 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"4 Feb, 15:08",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"3 Feb, 22:23",mmRfrAy0,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"3 Feb, 22:23",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"26 Jan, 22:40",mmRfrAy0,File: Lab 1 Worksheet,File,Course module viewed,The user with id 'x viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"26 Jan, 22:40",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"26 Jan, 22:40",mmRfrAy0,Assignment: Lab 1 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"26 Jan, 22:40",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"24 Jan, 11:34",mmRfrAy0,Course: myCourseName,System,Course viewed,The user with id 'x viewed the course with id 'x'.,10.30.0.20,web
-,"7 Jun, 08:29",68g66MA2,Other,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"7 Jun, 08:28",68g66MA2,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 10:21",68g66MA2,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 10:20",68g66MA2,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 10:12",68g66MA2,File: Arrays Recap Lecture,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 10:05",68g66MA2,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 10:04",68g66MA2,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 10:04",68g66MA2,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"21 Feb, 09:34",68g66MA2,Quiz: Group 3 MCQ,Quiz,Quiz attempt reviewed,The user with id 'x' has had their attempt with id 'x1' reviewed by the user with id 'x2' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Feb, 09:34",68g66MA2,Quiz: Group 3 MCQ,Quiz,Quiz attempt summary viewed,The user with id 'x' has viewed the summary for the attempt with id 'x1' belonging to the user with id 'x2' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Feb, 09:31",68g66MA2,Quiz: Group 3 MCQ,Quiz,Quiz attempt viewed,The user with id 'x' has viewed the attempt with id 'x1' belonging to the user with id 'x2' for the quiz with course module id 'x'.,10.30.0.20,web
-,"21 Feb, 09:30",68g66MA2,Quiz: Group 3 MCQ,Quiz,Course module viewed,The user with id 'x' viewed the 'quiz' activity with course module id 'x'.,10.30.0.20,web
-,"21 Feb, 09:30",68g66MA2,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 Feb, 10:25",68g66MA2,File: Lab 3 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 Feb, 10:25",68g66MA2,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 Feb, 10:25",68g66MA2,File: Lecture 1,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 Feb, 10:24",68g66MA2,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 Feb, 10:24",68g66MA2,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 12:17",68g66MA2,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 12:16",68g66MA2,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 12:16",68g66MA2,File: Lab 2 Worksheet,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 12:16",68g66MA2,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"5 Feb, 12:16",68g66MA2,Assignment: Lab 3 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"5 Feb, 12:16",68g66MA2,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 May, 14:41",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 May, 14:41",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"30 May, 14:41",Tqh9Amyq,Forum: News forum,Forum,Discussion viewed,The user with id 'x' has viewed the discussion with id 'x1' in the forum with course module id 'x'.,10.30.0.20,web
-,"30 May, 14:41",Tqh9Amyq,Forum: News forum,Forum,Discussion viewed,The user with id 'x' has viewed the discussion with id 'x0' in the forum with course module id 'x'.,10.30.0.20,web
-,"30 May, 14:41",Tqh9Amyq,Forum: News forum,Forum,Discussion viewed,The user with id 'x' has viewed the discussion with id 'x3' in the forum with course module id 'x'.,10.30.0.20,web
-,"30 May, 14:40",Tqh9Amyq,Forum: News forum,Forum,Discussion viewed,The user with id 'x' has viewed the discussion with id 'x1' in the forum with course module id 'x'.,10.30.0.20,web
-,"30 May, 14:40",Tqh9Amyq,Forum: News forum,Forum,Course module viewed,The user with id 'x' viewed the 'forum' activity with course module id 'x'.,10.30.0.20,web
-,"30 May, 14:40",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"12 May, 12:53",Tqh9Amyq,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 May, 12:53",Tqh9Amyq,Other,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"12 May, 12:53",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"11 May, 16:43",Tqh9Amyq,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"11 May, 16:43",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 18:35",Tqh9Amyq,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 18:35",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"10 May, 13:30",Tqh9Amyq,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 13:26",Tqh9Amyq,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 13:06",Tqh9Amyq,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 13:01",Tqh9Amyq,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 13:01",Tqh9Amyq,File: Lecture 4,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 13:01",Tqh9Amyq,File: Lecture 7,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 13:01",Tqh9Amyq,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"10 May, 13:00",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 May, 18:12",Tqh9Amyq,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 18:12",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 May, 13:40",Tqh9Amyq,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 13:39",Tqh9Amyq,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 13:32",Tqh9Amyq,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 13:32",Tqh9Amyq,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 13:18",Tqh9Amyq,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 13:18",Tqh9Amyq,File: Lecture 6,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 13:18",Tqh9Amyq,File: Lecture 2,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 13:18",Tqh9Amyq,File: Lecture 3,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 13:18",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"9 May, 12:39",Tqh9Amyq,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 12:39",Tqh9Amyq,File: Sample Exam Paper,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"9 May, 12:38",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"1 May, 12:38",Tqh9Amyq,Other,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"24 Apr, 18:15",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"24 Apr, 12:19",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"23 Apr, 13:38",Tqh9Amyq,Folder: Past Exam Papers,Folder,Course module viewed,The user with id 'x' viewed the 'folder' activity with course module id 'x'.,10.30.0.20,web
-,"23 Apr, 13:38",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"22 Apr, 21:40",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"18 Apr, 21:11",Tqh9Amyq,File: Lecture 5,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"18 Apr, 21:11",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
-,"18 Apr, 14:14",Tqh9Amyq,Assignment: Lab 8 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"18 Apr, 14:14",Tqh9Amyq,Assignment: Lab 8 Upload,Assignment,The user has accepted the statement of the submission.,The user with id 'x' has accepted the statement of the submission with id 'x15' for the assignment with course module id 'x'.,10.30.0.20,web
-,"18 Apr, 14:14",Tqh9Amyq,Assignment: Lab 8 Upload,Assignment,Submission form viewed.,The user with id 'x' viewed their submission for the assignment with course module id 'x'.,10.30.0.20,web
-,"18 Apr, 14:14",Tqh9Amyq,Assignment: Lab 8 Upload,Assignment,The status of the submission has been viewed.,The user with id 'x' has viewed the submission status page for the assignment with course module id 'x'.,10.30.0.20,web
-,"18 Apr, 14:10",Tqh9Amyq,File: Lecture 8,File,Course module viewed,The user with id 'x' viewed the 'resource' activity with course module id 'x'.,10.30.0.20,web
-,"18 Apr, 14:10",Tqh9Amyq,Course: myCourseName,System,Course viewed,The user with id 'x' viewed the course with id 'x'.,10.30.0.20,web
